text,label
9.May.2025 12:56:00 SAPR3 DEV100 0 USER_LOGON      usr014 203.0.113.154 FAILURE,Failed_login
9-MAY-2025 13:00:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=203.0.113.165)(PORT=59546)) * establish * usr015 * rejected,Failed_login
date=2025-05-09 time=13:04:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=error vd=root user=usr016 ui=ssh action=login status=failure srcip=203.0.113.176,Failed_login
2025-05-09 13:08:00 srx01 sshd[3973]: Failed password for usr017 from 203.0.113.187 port 42706 ssh2,Failed_login
"May 10 2025 13:12:00 bigip err tmm[5290]: 01490100:3: AUDIT - user usr018 (partition[Common]) from 203.0.113.198, Unsuccessful login.",Failed_login
"{""@timestamp"": ""2025-05-09T13:16:00Z"", ""action"": ""user.login"", ""actor"": ""usr019"", ""result"": ""failure"", ""ip"": ""203.0.113.209""}",Failed_login
"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><System><EventID>4625</EventID><TimeCreated SystemTime=""13:20:00Z""/></System><EventData><Data Name=""TargetUserName"">usr020</Data><Data Name=""FailureReason"">Unknown user name or bad password</Data><Data Name=""IpAddress"">203.0.113.220</Data></EventData></Event>",Failed_login
May 09 13:24:00 ubuntu sshd[1267]: Failed password for usr021 from 203.0.113.231 port 46195 ssh2,Failed_login
2025-05-09 loginwindow[6955]: User login FAILED for user usr022 (UID 559),Failed_login
"May 09 2025 13:32:00: %ASA-4-113015: AAA user authentication Rejected : user = usr023 , IP = 203.0.113.253",Failed_login
"2025/05/09 13:36:00,001801000013,SYSTEM,gplogin,0,2025/05/09 13:36:00,203.0.113.9,10.0.0.1,Login,globalprotect,user=usr024,tunnel=yes,result=failure",Failed_login
"{""eventTime"": ""2025-05-09T13:40:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""usr025""}, ""sourceIPAddress"": ""203.0.113.20"", ""errorMessage"": ""Failed authentication"", ""responseElements"": {""ConsoleLogin"": ""Failure""}}",Failed_login
"{""TimeGenerated"": ""2025-05-09T13:44:00Z"", ""UserPrincipalName"": ""usr026@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""50074"", ""additionalDetails"": ""User account password was incorrect.""}, ""IPAddress"": ""203.0.113.31""}",Failed_login
timestamp=2025-05-09T13:48:00Z event=login login_type=authorized principal=usr027@example.com ip_address=203.0.113.42 outcome=FAILURE,Failed_login
"{""published"": ""2025-05-09T13:52:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""FAILURE""}, ""actor"": {""displayName"": ""usr028""}, ""client"": {""ipAddress"": ""203.0.113.53""}}",Failed_login
"""2025-05-09T13:56:00"",""usr029@example.com"",""Login"",""login.salesforce.com"",""Failed"",""203.0.113.64"",""OAuth""",Failed_login
"{""CreationTime"": ""2025-05-09T14:00:00"", ""Operation"": ""UserLoginFailed"", ""UserId"": ""usr030@example.com"", ""ClientIP"": ""203.0.113.75"", ""ResultStatus"": ""Failed""}",Failed_login
"2025-05-09T14:04:00 UTC [2025]: [usr031]@hrdb FATAL:  password authentication failed for user ""usr031""",Failed_login
2025-05-09T14:08:00Z  111 Connect Access denied for user 'usr032'@'203.0.113.97' (using password: YES),Failed_login
"203.0.113.108 - usr033 [09/May/2025:14:12:00 +0000] ""POST /login HTTP/1.1"" 401 518 ""-"" ""Mozilla/5.0""",Failed_login
9.May.2025 14:16:00 SAPR3 DEV100 0 USER_LOGON      usr034 203.0.113.119 FAILURE,Failed_login
9-MAY-2025 14:20:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=203.0.113.130)(PORT=41082)) * establish * usr035 * rejected,Failed_login
date=2025-05-09 time=14:24:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=error vd=root user=usr036 ui=ssh action=login status=failure srcip=203.0.113.141,Failed_login
2025-05-09 14:28:00 srx01 sshd[3684]: Failed password for usr037 from 203.0.113.152 port 53731 ssh2,Failed_login
"May 10 2025 14:32:00 bigip err tmm[3359]: 01490100:3: AUDIT - user usr038 (partition[Common]) from 203.0.113.163, Unsuccessful login.",Failed_login
"{""@timestamp"": ""2025-05-09T14:36:00Z"", ""action"": ""user.login"", ""actor"": ""usr039"", ""result"": ""failure"", ""ip"": ""203.0.113.174""}",Failed_login
"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><System><EventID>4625</EventID><TimeCreated SystemTime=""14:40:00Z""/></System><EventData><Data Name=""TargetUserName"">usr040</Data><Data Name=""FailureReason"">Unknown user name or bad password</Data><Data Name=""IpAddress"">203.0.113.185</Data></EventData></Event>",Failed_login
May 09 14:44:00 ubuntu sshd[5770]: Failed password for usr041 from 203.0.113.196 port 52755 ssh2,Failed_login
2025-05-09 loginwindow[9764]: User login FAILED for user usr042 (UID 531),Failed_login
"May 09 2025 14:52:00: %ASA-4-113015: AAA user authentication Rejected : user = usr043 , IP = 203.0.113.218",Failed_login
"2025/05/09 14:56:00,001801000013,SYSTEM,gplogin,0,2025/05/09 14:56:00,203.0.113.229,10.0.0.1,Login,globalprotect,user=usr044,tunnel=yes,result=failure",Failed_login
"{""eventTime"": ""2025-05-09T15:00:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""usr045""}, ""sourceIPAddress"": ""203.0.113.240"", ""errorMessage"": ""Failed authentication"", ""responseElements"": {""ConsoleLogin"": ""Failure""}}",Failed_login
"{""TimeGenerated"": ""2025-05-09T15:04:00Z"", ""UserPrincipalName"": ""usr046@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""50074"", ""additionalDetails"": ""User account password was incorrect.""}, ""IPAddress"": ""203.0.113.251""}",Failed_login
timestamp=2025-05-09T15:08:00Z event=login login_type=authorized principal=usr047@example.com ip_address=203.0.113.7 outcome=FAILURE,Failed_login
"{""published"": ""2025-05-09T15:12:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""FAILURE""}, ""actor"": {""displayName"": ""usr048""}, ""client"": {""ipAddress"": ""203.0.113.18""}}",Failed_login
"""2025-05-09T15:16:00"",""usr049@example.com"",""Login"",""login.salesforce.com"",""Failed"",""203.0.113.29"",""OAuth""",Failed_login
"{""CreationTime"": ""2025-05-09T15:20:00"", ""Operation"": ""UserLoginFailed"", ""UserId"": ""usr050@example.com"", ""ClientIP"": ""203.0.113.40"", ""ResultStatus"": ""Failed""}",Failed_login
"2025-05-09T15:24:00 UTC [2521]: [usr051]@hrdb FATAL:  password authentication failed for user ""usr051""",Failed_login
2025-05-09T15:28:00Z  68 Connect Access denied for user 'usr052'@'203.0.113.62' (using password: YES),Failed_login
"203.0.113.73 - usr053 [09/May/2025:15:32:00 +0000] ""POST /login HTTP/1.1"" 401 518 ""-"" ""Mozilla/5.0""",Failed_login
9.May.2025 15:36:00 SAPR3 DEV100 0 USER_LOGON      usr054 203.0.113.84 FAILURE,Failed_login
9-MAY-2025 15:40:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=203.0.113.95)(PORT=48790)) * establish * usr055 * rejected,Failed_login
date=2025-05-09 time=15:44:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=error vd=root user=usr056 ui=ssh action=login status=failure srcip=203.0.113.106,Failed_login
2025-05-09 15:48:00 srx01 sshd[6589]: Failed password for usr057 from 203.0.113.117 port 58170 ssh2,Failed_login
"May 10 2025 15:52:00 bigip err tmm[9752]: 01490100:3: AUDIT - user usr058 (partition[Common]) from 203.0.113.128, Unsuccessful login.",Failed_login
"{""@timestamp"": ""2025-05-09T15:56:00Z"", ""action"": ""user.login"", ""actor"": ""usr059"", ""result"": ""failure"", ""ip"": ""203.0.113.139""}",Failed_login
"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><System><EventID>4625</EventID><TimeCreated SystemTime=""16:00:00Z""/></System><EventData><Data Name=""TargetUserName"">usr060</Data><Data Name=""FailureReason"">Unknown user name or bad password</Data><Data Name=""IpAddress"">203.0.113.150</Data></EventData></Event>",Failed_login
May 09 16:04:00 ubuntu sshd[9212]: Failed password for usr061 from 203.0.113.161 port 44132 ssh2,Failed_login
2025-05-09 loginwindow[1097]: User login FAILED for user usr062 (UID 627),Failed_login
"May 09 2025 16:12:00: %ASA-4-113015: AAA user authentication Rejected : user = usr063 , IP = 203.0.113.183",Failed_login
"2025/05/09 16:16:00,001801000013,SYSTEM,gplogin,0,2025/05/09 16:16:00,203.0.113.194,10.0.0.1,Login,globalprotect,user=usr064,tunnel=yes,result=failure",Failed_login
"{""eventTime"": ""2025-05-09T16:20:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""usr065""}, ""sourceIPAddress"": ""203.0.113.205"", ""errorMessage"": ""Failed authentication"", ""responseElements"": {""ConsoleLogin"": ""Failure""}}",Failed_login
"{""TimeGenerated"": ""2025-05-09T16:24:00Z"", ""UserPrincipalName"": ""usr066@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""50074"", ""additionalDetails"": ""User account password was incorrect.""}, ""IPAddress"": ""203.0.113.216""}",Failed_login
timestamp=2025-05-09T16:28:00Z event=login login_type=authorized principal=usr067@example.com ip_address=203.0.113.227 outcome=FAILURE,Failed_login
"{""published"": ""2025-05-09T16:32:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""FAILURE""}, ""actor"": {""displayName"": ""usr068""}, ""client"": {""ipAddress"": ""203.0.113.238""}}",Failed_login
"""2025-05-09T16:36:00"",""usr069@example.com"",""Login"",""login.salesforce.com"",""Failed"",""203.0.113.249"",""OAuth""",Failed_login
"{""CreationTime"": ""2025-05-09T16:40:00"", ""Operation"": ""UserLoginFailed"", ""UserId"": ""usr070@example.com"", ""ClientIP"": ""203.0.113.5"", ""ResultStatus"": ""Failed""}",Failed_login
"2025-05-09T16:44:00 UTC [6279]: [usr071]@hrdb FATAL:  password authentication failed for user ""usr071""",Failed_login
2025-05-09T16:48:00Z  28 Connect Access denied for user 'usr072'@'203.0.113.27' (using password: YES),Failed_login
"203.0.113.38 - usr073 [09/May/2025:16:52:00 +0000] ""POST /login HTTP/1.1"" 401 518 ""-"" ""Mozilla/5.0""",Failed_login
9.May.2025 16:56:00 SAPR3 DEV100 0 USER_LOGON      usr074 203.0.113.49 FAILURE,Failed_login
9-MAY-2025 17:00:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=203.0.113.60)(PORT=48140)) * establish * usr075 * rejected,Failed_login
date=2025-05-09 time=17:04:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=error vd=root user=usr076 ui=ssh action=login status=failure srcip=203.0.113.71,Failed_login
2025-05-09 17:08:00 srx01 sshd[1799]: Failed password for usr077 from 203.0.113.82 port 45970 ssh2,Failed_login
"May 10 2025 17:12:00 bigip err tmm[8014]: 01490100:3: AUDIT - user usr078 (partition[Common]) from 203.0.113.93, Unsuccessful login.",Failed_login
"{""@timestamp"": ""2025-05-09T17:16:00Z"", ""action"": ""user.login"", ""actor"": ""usr079"", ""result"": ""failure"", ""ip"": ""203.0.113.104""}",Failed_login
"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><System><EventID>4625</EventID><TimeCreated SystemTime=""17:20:00Z""/></System><EventData><Data Name=""TargetUserName"">usr080</Data><Data Name=""FailureReason"">Unknown user name or bad password</Data><Data Name=""IpAddress"">203.0.113.115</Data></EventData></Event>",Failed_login
May 09 17:24:00 ubuntu sshd[4618]: Failed password for usr081 from 203.0.113.126 port 59585 ssh2,Failed_login
2025-05-09 loginwindow[9259]: User login FAILED for user usr082 (UID 574),Failed_login
"May 09 2025 17:32:00: %ASA-4-113015: AAA user authentication Rejected : user = usr083 , IP = 203.0.113.148",Failed_login
"2025/05/09 17:36:00,001801000013,SYSTEM,gplogin,0,2025/05/09 17:36:00,203.0.113.159,10.0.0.1,Login,globalprotect,user=usr084,tunnel=yes,result=failure",Failed_login
"{""eventTime"": ""2025-05-09T17:40:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""usr085""}, ""sourceIPAddress"": ""203.0.113.170"", ""errorMessage"": ""Failed authentication"", ""responseElements"": {""ConsoleLogin"": ""Failure""}}",Failed_login
"{""TimeGenerated"": ""2025-05-09T17:44:00Z"", ""UserPrincipalName"": ""usr086@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""50074"", ""additionalDetails"": ""User account password was incorrect.""}, ""IPAddress"": ""203.0.113.181""}",Failed_login
timestamp=2025-05-09T17:48:00Z event=login login_type=authorized principal=usr087@example.com ip_address=203.0.113.192 outcome=FAILURE,Failed_login
"{""published"": ""2025-05-09T17:52:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""FAILURE""}, ""actor"": {""displayName"": ""usr088""}, ""client"": {""ipAddress"": ""203.0.113.203""}}",Failed_login
"""2025-05-09T17:56:00"",""usr089@example.com"",""Login"",""login.salesforce.com"",""Failed"",""203.0.113.214"",""OAuth""",Failed_login
"{""CreationTime"": ""2025-05-09T18:00:00"", ""Operation"": ""UserLoginFailed"", ""UserId"": ""usr090@example.com"", ""ClientIP"": ""203.0.113.225"", ""ResultStatus"": ""Failed""}",Failed_login
"2025-05-09T18:04:00 UTC [2509]: [usr091]@hrdb FATAL:  password authentication failed for user ""usr091""",Failed_login
2025-05-09T18:08:00Z  72 Connect Access denied for user 'usr092'@'203.0.113.247' (using password: YES),Failed_login
"203.0.113.3 - usr093 [09/May/2025:18:12:00 +0000] ""POST /login HTTP/1.1"" 401 518 ""-"" ""Mozilla/5.0""",Failed_login
9.May.2025 18:16:00 SAPR3 DEV100 0 USER_LOGON      usr094 203.0.113.14 FAILURE,Failed_login
9-MAY-2025 18:20:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=203.0.113.25)(PORT=54287)) * establish * usr095 * rejected,Failed_login
date=2025-05-09 time=18:24:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=error vd=root user=usr096 ui=ssh action=login status=failure srcip=203.0.113.36,Failed_login
2025-05-09 18:28:00 srx01 sshd[4467]: Failed password for usr097 from 203.0.113.47 port 47907 ssh2,Failed_login
"May 10 2025 18:32:00 bigip err tmm[4410]: 01490100:3: AUDIT - user usr098 (partition[Common]) from 203.0.113.58, Unsuccessful login.",Failed_login
"{""@timestamp"": ""2025-05-09T18:36:00Z"", ""action"": ""user.login"", ""actor"": ""usr099"", ""result"": ""failure"", ""ip"": ""203.0.113.69""}",Failed_login
"<Event><System><EventID>4624</EventID></System><EventData><Data Name=""SubjectUserName"">user000</Data><Data Name=""IpAddress"">192.0.2.0</Data></EventData></Event>",Success_login
May 08 12:03:00 ubuntu sshd[2584]: Accepted password for user001 from 192.0.2.7 port 51763 ssh2,Success_login
2025-05-08 loginwindow[5333]: User login succeeded for user user002 (UID 559),Success_login
May 08 2025 12:09:00: %ASA-6-722051: VPN Login: User=user003 IP=192.0.2.21 Duration=00:00:00 GroupPolicy=vpngroup,Success_login
"2025/05/08 12:12:00,001801000013,SYSTEM,gplogin,0,2025/05/08 12:12:00,192.0.2.28,10.0.0.1,Login,globalprotect,user=user004,tunnel=yes,result=success",Success_login
"{""eventTime"": ""2025-05-08T12:15:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""user005""}, ""sourceIPAddress"": ""192.0.2.35"", ""responseElements"": {""ConsoleLogin"": ""Success""}}",Success_login
"{""TimeGenerated"": ""2025-05-08T12:18:00Z"", ""UserPrincipalName"": ""user006@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""0"", ""additionalDetails"": ""Success""}, ""IPAddress"": ""192.0.2.42""}",Success_login
timestamp=2025-05-08T12:21:00Z event=login login_type=authorized principal=user007@example.com ip_address=192.0.2.49 outcome=SUCCESS,Success_login
"{""published"": ""2025-05-08T12:24:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""SUCCESS""}, ""actor"": {""displayName"": ""user008""}, ""client"": {""ipAddress"": ""192.0.2.56""}}",Success_login
"""2025-05-08T12:27:00"",""user009@example.com"",""Login"",""login.salesforce.com"",""Successful"",""192.0.2.63"",""OAuth""",Success_login
"{""CreationTime"": ""2025-05-08T12:30:00"", ""Operation"": ""UserLoggedIn"", ""UserId"": ""user010@example.com"", ""ClientIP"": ""192.0.2.70"", ""ResultStatus"": ""Succeeded""}",Success_login
2025-05-08T12:33:00 UTC [3803]: [user011]@hrdb LOG:  connection authorized: user=user011 database=hrdb SSL enabled,Success_login
2025-05-08T12:36:00Z  49 Connect user012@192.0.2.84 on payrolldb,Success_login
"192.0.2.91 - user013 [08/May/2025:12:39:00 +0000] ""POST /login HTTP/1.1"" 302 518 ""-"" ""Mozilla/5.0""",Success_login
8.May.2025 12:42:00 SAPR3 DEV100 0 USER_LOGON      user014 192.0.2.98 SUCCESS,Success_login
8-MAY-2025 12:45:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=192.0.2.105)(PORT=48773)) * establish * user015 * 0,Success_login
date=2025-05-08 time=12:48:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=notice vd=root user=user016 ui=ssh action=login status=success srcip=192.0.2.112,Success_login
2025-05-08 12:51:00 srx01 sshd[7482]: Accepted password for user017 from 192.0.2.119 port 55035 ssh2,Success_login
"May 10 2025 12:54:00 bigip notice tmm[3287]: 01490100:5: AUDIT - user user018 (partition[Common]) from 192.0.2.126, Successful login.",Success_login
"{""@timestamp"": ""2025-05-08T12:57:00Z"", ""action"": ""user.login"", ""actor"": ""user019"", ""result"": ""success"", ""ip"": ""192.0.2.133""}",Success_login
"<Event><System><EventID>4624</EventID></System><EventData><Data Name=""SubjectUserName"">user020</Data><Data Name=""IpAddress"">192.0.2.140</Data></EventData></Event>",Success_login
May 08 13:03:00 ubuntu sshd[4593]: Accepted password for user021 from 192.0.2.147 port 44532 ssh2,Success_login
2025-05-08 loginwindow[2489]: User login succeeded for user user022 (UID 520),Success_login
May 08 2025 13:09:00: %ASA-6-722051: VPN Login: User=user023 IP=192.0.2.161 Duration=00:00:00 GroupPolicy=vpngroup,Success_login
"2025/05/08 13:12:00,001801000013,SYSTEM,gplogin,0,2025/05/08 13:12:00,192.0.2.168,10.0.0.1,Login,globalprotect,user=user024,tunnel=yes,result=success",Success_login
"{""eventTime"": ""2025-05-08T13:15:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""user025""}, ""sourceIPAddress"": ""192.0.2.175"", ""responseElements"": {""ConsoleLogin"": ""Success""}}",Success_login
"{""TimeGenerated"": ""2025-05-08T13:18:00Z"", ""UserPrincipalName"": ""user026@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""0"", ""additionalDetails"": ""Success""}, ""IPAddress"": ""192.0.2.182""}",Success_login
timestamp=2025-05-08T13:21:00Z event=login login_type=authorized principal=user027@example.com ip_address=192.0.2.189 outcome=SUCCESS,Success_login
"{""published"": ""2025-05-08T13:24:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""SUCCESS""}, ""actor"": {""displayName"": ""user028""}, ""client"": {""ipAddress"": ""192.0.2.196""}}",Success_login
"""2025-05-08T13:27:00"",""user029@example.com"",""Login"",""login.salesforce.com"",""Successful"",""192.0.2.203"",""OAuth""",Success_login
"{""CreationTime"": ""2025-05-08T13:30:00"", ""Operation"": ""UserLoggedIn"", ""UserId"": ""user030@example.com"", ""ClientIP"": ""192.0.2.210"", ""ResultStatus"": ""Succeeded""}",Success_login
2025-05-08T13:33:00 UTC [3927]: [user031]@hrdb LOG:  connection authorized: user=user031 database=hrdb SSL enabled,Success_login
2025-05-08T13:36:00Z  78 Connect user032@192.0.2.224 on payrolldb,Success_login
"192.0.2.231 - user033 [08/May/2025:13:39:00 +0000] ""POST /login HTTP/1.1"" 302 518 ""-"" ""Mozilla/5.0""",Success_login
8.May.2025 13:42:00 SAPR3 DEV100 0 USER_LOGON      user034 192.0.2.238 SUCCESS,Success_login
8-MAY-2025 13:45:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=192.0.2.245)(PORT=56010)) * establish * user035 * 0,Success_login
date=2025-05-08 time=13:48:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=notice vd=root user=user036 ui=ssh action=login status=success srcip=192.0.2.252,Success_login
2025-05-08 13:51:00 srx01 sshd[4946]: Accepted password for user037 from 192.0.2.4 port 58591 ssh2,Success_login
"May 10 2025 13:54:00 bigip notice tmm[8962]: 01490100:5: AUDIT - user user038 (partition[Common]) from 192.0.2.11, Successful login.",Success_login
"{""@timestamp"": ""2025-05-08T13:57:00Z"", ""action"": ""user.login"", ""actor"": ""user039"", ""result"": ""success"", ""ip"": ""192.0.2.18""}",Success_login
"<Event><System><EventID>4624</EventID></System><EventData><Data Name=""SubjectUserName"">user040</Data><Data Name=""IpAddress"">192.0.2.25</Data></EventData></Event>",Success_login
May 08 14:03:00 ubuntu sshd[9645]: Accepted password for user041 from 192.0.2.32 port 59876 ssh2,Success_login
2025-05-08 loginwindow[9835]: User login succeeded for user user042 (UID 540),Success_login
May 08 2025 14:09:00: %ASA-6-722051: VPN Login: User=user043 IP=192.0.2.46 Duration=00:00:00 GroupPolicy=vpngroup,Success_login
"2025/05/08 14:12:00,001801000013,SYSTEM,gplogin,0,2025/05/08 14:12:00,192.0.2.53,10.0.0.1,Login,globalprotect,user=user044,tunnel=yes,result=success",Success_login
"{""eventTime"": ""2025-05-08T14:15:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""user045""}, ""sourceIPAddress"": ""192.0.2.60"", ""responseElements"": {""ConsoleLogin"": ""Success""}}",Success_login
"{""TimeGenerated"": ""2025-05-08T14:18:00Z"", ""UserPrincipalName"": ""user046@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""0"", ""additionalDetails"": ""Success""}, ""IPAddress"": ""192.0.2.67""}",Success_login
timestamp=2025-05-08T14:21:00Z event=login login_type=authorized principal=user047@example.com ip_address=192.0.2.74 outcome=SUCCESS,Success_login
"{""published"": ""2025-05-08T14:24:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""SUCCESS""}, ""actor"": {""displayName"": ""user048""}, ""client"": {""ipAddress"": ""192.0.2.81""}}",Success_login
"""2025-05-08T14:27:00"",""user049@example.com"",""Login"",""login.salesforce.com"",""Successful"",""192.0.2.88"",""OAuth""",Success_login
"{""CreationTime"": ""2025-05-08T14:30:00"", ""Operation"": ""UserLoggedIn"", ""UserId"": ""user050@example.com"", ""ClientIP"": ""192.0.2.95"", ""ResultStatus"": ""Succeeded""}",Success_login
2025-05-08T14:33:00 UTC [8953]: [user051]@hrdb LOG:  connection authorized: user=user051 database=hrdb SSL enabled,Success_login
2025-05-08T14:36:00Z  61 Connect user052@192.0.2.109 on payrolldb,Success_login
"192.0.2.116 - user053 [08/May/2025:14:39:00 +0000] ""POST /login HTTP/1.1"" 302 518 ""-"" ""Mozilla/5.0""",Success_login
8.May.2025 14:42:00 SAPR3 DEV100 0 USER_LOGON      user054 192.0.2.123 SUCCESS,Success_login
8-MAY-2025 14:45:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=192.0.2.130)(PORT=41775)) * establish * user055 * 0,Success_login
date=2025-05-08 time=14:48:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=notice vd=root user=user056 ui=ssh action=login status=success srcip=192.0.2.137,Success_login
2025-05-08 14:51:00 srx01 sshd[6559]: Accepted password for user057 from 192.0.2.144 port 43580 ssh2,Success_login
"May 10 2025 14:54:00 bigip notice tmm[4116]: 01490100:5: AUDIT - user user058 (partition[Common]) from 192.0.2.151, Successful login.",Success_login
"{""@timestamp"": ""2025-05-08T14:57:00Z"", ""action"": ""user.login"", ""actor"": ""user059"", ""result"": ""success"", ""ip"": ""192.0.2.158""}",Success_login
"<Event><System><EventID>4624</EventID></System><EventData><Data Name=""SubjectUserName"">user060</Data><Data Name=""IpAddress"">192.0.2.165</Data></EventData></Event>",Success_login
May 08 15:03:00 ubuntu sshd[2604]: Accepted password for user061 from 192.0.2.172 port 41657 ssh2,Success_login
2025-05-08 loginwindow[1241]: User login succeeded for user user062 (UID 531),Success_login
May 08 2025 15:09:00: %ASA-6-722051: VPN Login: User=user063 IP=192.0.2.186 Duration=00:00:00 GroupPolicy=vpngroup,Success_login
"2025/05/08 15:12:00,001801000013,SYSTEM,gplogin,0,2025/05/08 15:12:00,192.0.2.193,10.0.0.1,Login,globalprotect,user=user064,tunnel=yes,result=success",Success_login
"{""eventTime"": ""2025-05-08T15:15:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""user065""}, ""sourceIPAddress"": ""192.0.2.200"", ""responseElements"": {""ConsoleLogin"": ""Success""}}",Success_login
"{""TimeGenerated"": ""2025-05-08T15:18:00Z"", ""UserPrincipalName"": ""user066@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""0"", ""additionalDetails"": ""Success""}, ""IPAddress"": ""192.0.2.207""}",Success_login
timestamp=2025-05-08T15:21:00Z event=login login_type=authorized principal=user067@example.com ip_address=192.0.2.214 outcome=SUCCESS,Success_login
"{""published"": ""2025-05-08T15:24:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""SUCCESS""}, ""actor"": {""displayName"": ""user068""}, ""client"": {""ipAddress"": ""192.0.2.221""}}",Success_login
"""2025-05-08T15:27:00"",""user069@example.com"",""Login"",""login.salesforce.com"",""Successful"",""192.0.2.228"",""OAuth""",Success_login
"{""CreationTime"": ""2025-05-08T15:30:00"", ""Operation"": ""UserLoggedIn"", ""UserId"": ""user070@example.com"", ""ClientIP"": ""192.0.2.235"", ""ResultStatus"": ""Succeeded""}",Success_login
2025-05-08T15:33:00 UTC [6138]: [user071]@hrdb LOG:  connection authorized: user=user071 database=hrdb SSL enabled,Success_login
2025-05-08T15:36:00Z  68 Connect user072@192.0.2.249 on payrolldb,Success_login
"192.0.2.1 - user073 [08/May/2025:15:39:00 +0000] ""POST /login HTTP/1.1"" 302 518 ""-"" ""Mozilla/5.0""",Success_login
8.May.2025 15:42:00 SAPR3 DEV100 0 USER_LOGON      user074 192.0.2.8 SUCCESS,Success_login
8-MAY-2025 15:45:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=192.0.2.15)(PORT=53230)) * establish * user075 * 0,Success_login
date=2025-05-08 time=15:48:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=notice vd=root user=user076 ui=ssh action=login status=success srcip=192.0.2.22,Success_login
2025-05-08 15:51:00 srx01 sshd[2343]: Accepted password for user077 from 192.0.2.29 port 53737 ssh2,Success_login
"May 10 2025 15:54:00 bigip notice tmm[9565]: 01490100:5: AUDIT - user user078 (partition[Common]) from 192.0.2.36, Successful login.",Success_login
"{""@timestamp"": ""2025-05-08T15:57:00Z"", ""action"": ""user.login"", ""actor"": ""user079"", ""result"": ""success"", ""ip"": ""192.0.2.43""}",Success_login
