ID,Asset,Log
2227,WebServer,[07/May/2025:07:15:31 +0000] backup-server apache2[21804]: Failed login attempt: user=security ip=172.17.3.203 reason='Invalid user'
2228,WebServer,[06/May/2025:16:28:29 +0000] k8s-worker-02 nginx[51597]: Failed login attempt: user=david ip=172.17.149.226 reason='Maximum attempts exceeded'
2229,Application,"[ERROR] SecurityManager - Login failed for user: devops, IP: 100.64.236.216, Reason: Account locked"
2230,WebServer,2025/05/07 13:57:30 auth-server apache2[11244]: Auth: user nginx@DEV : authentication failure for '/dashboard': Authentication failure
2231,SSH,2025-05-03 04:43:19 jenkins-master sshd[50579]: Connection closed by authenticating user security 198.51.100.45.148 port 50334 [preauth]
2232,SSH,2025/04/30 03:41:00 jenkins-master sshd[48850]: Disconnecting invalid user zabbix 2001:db8::1c91 port 51805: Too many authentication failures
2233,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-197389-1919 Failure Reason: Maximum attempts exceeded
2234,Application,"2025-05-11 22:04:43 loadbalancer login[16702]: FAILED LOGIN (4) on '/dev/tty1' FOR 'mysql', Authentication failure"
2235,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=administrator
2236,Windows,2025-05-21T00:32:03.816453Z jenkins-master An account failed to log on. Subject: Security ID: S-1-5-21-527140-2709 Failure Reason: Maximum attempts exceeded
2237,Linux,2025-05-17 14:12:13 web-prod-02 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=oracle
2238,Linux,su[22752]: - pts/7 monitoring:jennifer
2239,Linux,2025/05/08 03:14:02 web-prod-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=deploy
2240,Linux,2025/05/13 00:15:06 app-server-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty5 ruser= rhost=  user=apache
2241,Windows,2025-05-02 17:32:50 file-server Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Account disabled
2242,Database,Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
2243,Application,May 10 22:22:29 auth-server Logon Failure: Reason: User not found. User Name: dbuser Domain: WORKGROUP
2244,Database,May 10 23:46:16 proxy-02 mysql[26313]: Access denied for user 'dbadmin'@'172.16.66.196' (using password: YES)
2245,Application,"[10/May/2025:22:51:17 +0000] db-slave-01 login[20303]: FAILED LOGIN (5) on '/dev/tty4' FOR 'admin', Authentication failure"
2246,WebServer,2025-05-20 14:39:33 ldap-master nginx[23753]: Failed login attempt: user=developer ip=172.17.6.249 reason='Account disabled'
2247,SSH,2025-05-05 02:32:03 db-master sshd[42570]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=10.0.220.172 user=nagios
2248,Linux,su[22917]: FAILED su for audit by user
2249,Application,2025-05-13T14:50:46.816453Z ldap-master Logon Failure: Reason: Account locked. User Name: support Domain: INTERNAL
2250,Application,2025-05-15T05:27:24.816453Z jenkins-master mariadb[11746]: Authentication failed for user sa from 2001:db8::2419: User not found
2251,Linux,May 23 09:45:01 ad-controller-01 su[54547]: FAILED su for web_admin by system
2252,Linux,2025-05-21T23:41:38.816453Z mail-server su[49569]: - pts/4 system:audit
2253,Database,[29/Apr/2025:00:56:55 +0000] vpn-gateway postgres[56392]: FATAL:  password authentication failed for user 'root'
2254,Linux,2025-05-25 09:15:52 file-server pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty5 ruser= rhost=  user=developer
2255,Application,tomcat[5885]: Authentication failed for user [monitoring] - Invalid credentials
2256,Windows,[01/May/2025:01:10:40 +0000] ad-controller-01 An account failed to log on. Subject: Security ID: S-1-5-21-837597-1669 Failure Reason: Maximum attempts exceeded
2257,Database,2025/05/07 10:51:53 backup-server mysql[16773]: Authentication failed for user test from 172.16.141.57: User not found
2258,Windows,2025/05/22 22:50:44 app-server-01 Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Account locked
2259,Application,"May 06 11:30:51 db-slave-01 login[46156]: FAILED LOGIN (2) on '/dev/tty3' FOR 'jenkins', Authentication failure"
2260,Windows,[08/May/2025:11:08:52 +0000] auth-server Windows Logon Failed: INTERNAL\analyst from 172.16.185.237 - Invalid credentials
2261,Database,[20/May/2025:23:35:29 +0000] web-prod-01 mysql[41717]: Access denied for user 'admin'@'203.0.113.24.43' (using password: YES)
2262,WebServer,2025/04/28 23:44:03 auth-server apache2[17789]: Auth: user zabbix@company.com : authentication failure for '/login': Authentication failure
2263,Linux,sudo: david : 5 incorrect password attempts ; TTY=pts/5 ; PWD=/home/david ; USER=michael ; COMMAND=/usr/bin/passwd
2264,Windows,Windows Logon Failed: WORKGROUP\mary from 172.18.217.64 - Account expired
2265,SSH,sshd[5436]: error: maximum authentication attempts exceeded for bob from 10.0.225.65 port 45726 ssh2 [preauth]
2266,Database,mysql[63738]: Authentication failed for user dbadmin from 2001:db8::66a: User not found
2267,Application,tomcat[25457]: Failed login attempt: user=monitoring ip=172.18.23.1 reason='Access denied'
2268,Application,2025-05-08 02:48:53 proxy-01 Logon Failure: Reason: Invalid user. User Name: audit Domain: INTERNAL
2269,Application,2025/05/07 08:50:37 gitlab-runner-01 Logon Failure: Reason: Account expired. User Name: app_user Domain: CORPORATE
2270,Application,Logon Failure: Reason: Authentication failure. User Name: monitoring Domain: WORKGROUP
2271,Windows,[09/May/2025:04:03:21 +0000] gitlab-runner-01 Windows Logon Failed: CORPORATE\analyst from 100.64.199.75 - User not found
2272,Linux,2025-04-26 00:43:48 vpn-gateway su[41464]: FAILED su for jenkins by demo
2273,Linux,May 22 06:54:54 jenkins-master su[7457]: FAILED su for www-data by alice
2274,WebServer,2025-05-08 09:54:57 loadbalancer apache2[46513]: Failed login attempt: user=dbadmin ip=172.18.243.28 reason='Invalid password'
2275,Linux,sudo: test : 4 incorrect password attempts ; TTY=pts/7 ; PWD=/home/test ; USER=nagios ; COMMAND=/bin/su
2276,SSH,May 21 00:32:19 k8s-master-01 sshd[42731]: Disconnecting invalid user zabbix 198.51.100.254.197 port 43891: Too many authentication failures
2277,Linux,su[13280]: - pts/5 devops:operator
2278,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-703023-7723 Failure Reason: Invalid credentials
2279,Database,[05/May/2025:23:02:29 +0000] auth-server mongodb[1015]: Failed to authenticate as principal admin on admin - AuthenticationFailed
2280,Database,postgres[42460]: Authentication failed for user root from 2001:db8::22f2: User not found
2281,Application,2025-05-16 23:54:11 gitlab-runner-01 Logon Failure: Reason: Account locked. User Name: demo Domain: WORKGROUP
2282,Application,2025/05/10 12:14:26 ad-controller-01 tomcat[23823]: Authentication failed for user [john] - Account expired
2283,Application,"[ERROR] SecurityManager - Login failed for user: sarah, IP: 203.0.113.237.28, Reason: Permission denied"
2284,Linux,2025/05/19 05:26:24 proxy-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=test
2285,Linux,sudo: demo : 4 incorrect password attempts ; TTY=pts/7 ; PWD=/home/demo ; USER=security ; COMMAND=/bin/bash
2286,Database,postgres[9976]: FATAL:  password authentication failed for user 'root'
2287,Linux,2025-04-30 13:25:31 k8s-master-01 su[27043]: FAILED su for mysql by netadmin
2288,Linux,2025-05-03 15:48:04 file-server su[23443]: - pts/0 analyst:netadmin
2289,Database,2025-05-14 01:41:42 gitlab-runner-01 postgres[24476]: FATAL:  password authentication failed for user 'sa'
2290,Application,Logon Failure: Reason: Invalid credentials. User Name: demo Domain: CORPORATE
2291,SSH,May 17 05:51:10 jenkins-master sshd[11561]: Failed password for invalid user mary from 172.18.180.103 port 48887 ssh2
2292,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid credentials
2293,Windows,2025-05-23 02:50:00 monitoring-01 Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Account expired
2294,WebServer,nginx[62650]: Login failed for user 'administrator' from 2001:db8::13a2 - Account disabled
2295,Application,Apr 26 03:47:05 ldap-master Logon Failure: Reason: Account expired. User Name: david Domain: WORKGROUP
2296,WebServer,[17/May/2025:06:26:11 +0000] proxy-02 nginx[24229]: Login failed for user 'jennifer' from 10.0.179.106 - Access denied
2297,Application,"[ERROR] SecurityManager - Login failed for user: netadmin, IP: 100.64.63.207, Reason: Invalid user"
2298,Database,[09/May/2025:13:04:45 +0000] backup-server mysql[23760]: Authentication failed for user sa from 2001:db8::1402: Invalid password
2299,Windows,May 17 01:44:33 ad-controller-01 Windows Logon Failed: INTERNAL\www-data from 198.51.100.234.20 - User not found
2300,SSH,May 05 21:35:05 vpn-gateway sshd[7857]: Invalid user demo from 192.168.79.35 port 63152
2301,Windows,May 08 03:27:33 proxy-02 An account failed to log on. Subject: Security ID: S-1-5-21-624932-7991 Failure Reason: Invalid user
2302,Application,2025-05-23T21:40:32.817453Z mail-server mariadb[4880]: Authentication failed for user root from 172.17.154.108: Account locked
2303,Database,2025/04/29 01:42:04 web-prod-01 postgres[2163]: Authentication failed for user test from 198.51.100.33.243: Account locked
2304,Windows,[30/Apr/2025:11:42:29 +0000] db-slave-01 Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Account disabled
2305,SSH,[07/May/2025:17:36:36 +0000] ad-controller-01 sshd[34153]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.18.207.211 user=jenkins
2306,Application,2025/05/07 17:53:34 k8s-worker-01 tomcat[5024]: Failed login attempt: user=bob ip=172.17.24.9 reason='Invalid credentials'
2307,Application,May 14 12:15:42 vpn-gateway httpd[27806]: Failed login attempt: user=monitoring ip=172.18.113.55 reason='Invalid password'
2308,SSH,2025-04-29 19:10:34 ad-controller-01 sshd[28306]: Disconnecting invalid user administrator 172.16.35.224 port 56436: Too many authentication failures
2309,Application,"[ERROR] SecurityManager - Login failed for user: monitoring, IP: 203.0.113.64.124, Reason: Permission denied"
2310,Application,2025-04-28T00:31:33.817453Z k8s-worker-02 tomcat[56643]: Authentication failed for user [alice] - Maximum attempts exceeded
2311,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
2312,WebServer,2025/05/24 00:02:19 k8s-worker-01 apache2[11564]: Auth: user dbadmin@TEST : authentication failure for '/api/auth': Access denied
2313,Linux,[24/May/2025:03:37:15 +0000] proxy-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=admin
2314,SSH,2025-05-20T21:53:50.817453Z proxy-01 sshd[41727]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.119.164 user=backup
2315,Linux,2025/05/02 19:52:07 mail-server sudo: mysql : 5 incorrect password attempts ; TTY=pts/8 ; PWD=/home/mysql ; USER=netadmin ; COMMAND=/usr/bin/passwd
2316,Windows,Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Access denied
2317,Windows,2025-04-26 06:40:30 proxy-01 An account failed to log on. Subject: Security ID: S-1-5-21-112077-9463 Failure Reason: Invalid user
2318,Windows,[10/May/2025:23:48:56 +0000] monitoring-01 Windows Logon Failed: WORKGROUP\audit from 198.51.100.74.73 - User not found
2319,Database,Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2320,SSH,2025-04-29T17:19:13.817453Z db-slave-01 sshd[23195]: Disconnecting invalid user jenkins 192.168.130.83 port 50950: Too many authentication failures
2321,Linux,[21/May/2025:06:52:59 +0000] proxy-02 su[21959]: - pts/5 mary:jennifer
2322,Application,"[ERROR] SecurityManager - Login failed for user: sarah, IP: 172.16.208.80, Reason: Account expired"
2323,Linux,2025/05/22 20:51:56 db-master pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=operator
2324,Application,"[25/May/2025:12:23:12 +0000] loadbalancer [ERROR] SecurityManager - Login failed for user: helpdesk, IP: 172.16.91.108, Reason: Invalid credentials"
2325,Database,mysql[7075]: Access denied for user 'dbadmin'@'203.0.113.220.177' (using password: YES)
2326,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2327,Linux,2025/05/20 14:26:07 vpn-gateway su[47223]: - pts/8 developer:sysadmin
2328,Windows,2025-05-04T22:50:44.817453Z web-prod-02 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Access denied
2329,Linux,May 12 04:08:55 mail-server su[64610]: - pts/4 sysadmin:web_admin
2330,SSH,[04/May/2025:22:31:12 +0000] file-server sshd[64142]: Failed password for mysql from 203.0.113.236.95 port 48380 ssh2
2331,Linux,[18/May/2025:19:31:32 +0000] proxy-01 su[58739]: FAILED su for sarah by jennifer
2332,Linux,sudo: user : 5 incorrect password attempts ; TTY=pts/5 ; PWD=/home/user ; USER=www-data ; COMMAND=/usr/bin/passwd
2333,Windows,2025/05/06 21:34:53 ldap-master An account failed to log on. Subject: Security ID: S-1-5-21-486042-6231 Failure Reason: Access denied
2334,Linux,sudo: postgres : 2 incorrect password attempts ; TTY=pts/3 ; PWD=/home/postgres ; USER=alice ; COMMAND=/bin/bash
2335,Database,postgres[58730]: FATAL:  password authentication failed for user 'admin'
2336,Windows,May 14 12:55:06 db-master Windows Logon Failed: INTERNAL\devops from 10.0.213.64 - Bad password
2337,WebServer,[13/May/2025:21:09:46 +0000] db-master apache2[15635]: Auth: user security@DEV : authentication failure for '/api/auth': Invalid user
2338,Application,Logon Failure: Reason: Authentication failure. User Name: admin Domain: INTERNAL
2339,Application,[26/May/2025:11:41:58 +0000] k8s-worker-01 Logon Failure: Reason: Maximum attempts exceeded. User Name: sarah Domain: INTERNAL
2340,Application,"2025-05-16 00:54:37 mail-server login[8102]: FAILED LOGIN (4) on '/dev/tty5' FOR 'user', Authentication failure"
2341,SSH,2025-05-12 06:38:23 db-master sshd[15807]: Disconnecting invalid user jennifer 100.64.33.17 port 47620: Too many authentication failures
2342,SSH,[26/May/2025:22:36:41 +0000] db-master sshd[7122]: Failed password for www-data from 100.64.70.144 port 46798 ssh2
2343,Database,postgres[44193]: FATAL:  password authentication failed for user 'sa'
2344,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid user
2345,SSH,2025-05-09 03:22:07 k8s-worker-02 sshd[12479]: Failed password for monitoring from 198.51.100.209.27 port 50144 ssh2
2346,Database,May 11 05:12:13 web-prod-01 postgres[6314]: Authentication failed for user admin from 192.168.76.160: Account locked
2347,Linux,2025-05-26 11:32:47 proxy-01 sudo: sysadmin : 5 incorrect password attempts ; TTY=pts/8 ; PWD=/home/sysadmin ; USER=user ; COMMAND=/bin/su
2348,Application,httpd[29437]: Failed login attempt: user=admin ip=203.0.113.164.134 reason='Access denied'
2349,Windows,Apr 26 08:06:26 loadbalancer An account failed to log on. Subject: Security ID: S-1-5-21-167075-5815 Failure Reason: Maximum attempts exceeded
2350,Windows,2025/05/23 04:50:13 file-server An account failed to log on. Subject: Security ID: S-1-5-21-528082-1089 Failure Reason: Invalid user
2351,Application,2025-05-21T08:47:55.817453Z k8s-worker-02 tomcat[54781]: Authentication failed for user [admin] - Account expired
2352,SSH,2025/05/07 14:45:45 mail-server sshd[23690]: Invalid user monitoring from 2001:db8::1943 port 58549
2353,Database,May 24 08:51:40 web-prod-02 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
2354,Application,2025-05-02T06:40:07.817453Z db-master tomcat[11146]: Authentication failed for user [sarah] - Account disabled
2355,Application,tomcat[6800]: Authentication failed for user [michael] - Account locked
2356,Application,2025-05-03 18:19:18 k8s-worker-01 Logon Failure: Reason: Invalid password. User Name: netadmin Domain: WORKGROUP
2357,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-308746-9701 Failure Reason: Permission denied
2358,Database,2025/05/22 18:39:28 db-slave-01 mysql[38830]: Access denied for user 'dbadmin'@'172.17.130.86' (using password: NO)
2359,SSH,2025/04/30 00:27:35 proxy-01 sshd[45951]: Failed password for invalid user admin from 172.18.5.73 port 64599 ssh2
2360,Database,postgres[51449]: FATAL:  password authentication failed for user 'sa'
2361,SSH,sshd[21290]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.16.157.57 user=analyst
2362,Application,"2025/05/18 04:17:25 vpn-gateway [ERROR] SecurityManager - Login failed for user: www-data, IP: 172.18.82.90, Reason: User not found"
2363,SSH,May 05 09:40:09 monitoring-01 sshd[57665]: Invalid user mysql from 10.0.244.90 port 44882
2364,Application,2025-04-27T09:06:10.817453Z proxy-01 tomcat[46471]: Authentication failed for user [operator] - Bad password
2365,WebServer,apache2[52780]: Auth: user developer@corp.local : authentication failure for '/dashboard': Maximum attempts exceeded
2366,SSH,sshd[25241]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=100.64.37.134 user=test
2367,Windows,2025-05-15T20:58:38.818459Z ad-controller-01 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid credentials
2368,Linux,[19/May/2025:06:11:28 +0000] ldap-master sudo: administrator : 4 incorrect password attempts ; TTY=pts/2 ; PWD=/home/administrator ; USER=dbuser ; COMMAND=/bin/su
2369,Database,2025/04/30 10:13:02 file-server tomcat[53177]: Authentication failed for user [oracle] - Permission denied
2370,Database,2025-05-04T07:45:21.818459Z db-slave-01 postgres[27731]: Authentication failed for user test from 10.0.12.83: Account locked
2371,SSH,sshd[34233]: Connection closed by authenticating user david 100.64.98.178 port 56599 [preauth]
2372,Database,mysql[19043]: Access denied for user 'root'@'10.0.13.146' (using password: NO)
2373,SSH,May 24 09:08:03 auth-server sshd[36623]: Connection closed by authenticating user user 172.17.68.183 port 64693 [preauth]
2374,Windows,May 09 23:42:35 db-master Windows Logon Failed: INTERNAL\jennifer from 198.51.100.72.202 - Invalid user
2375,SSH,sshd[58029]: Failed password for dbadmin from 10.0.131.135 port 54806 ssh2
2376,Application,"[ERROR] SecurityManager - Login failed for user: devops, IP: 172.17.16.60, Reason: Invalid password"
2377,SSH,2025-05-21T09:59:34.818459Z k8s-master-01 sshd[57731]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=100.64.143.184 user=nginx
2378,Application,[12/May/2025:14:48:17 +0000] auth-server httpd[3207]: Failed login attempt: user=nagios ip=203.0.113.10.41 reason='Account expired'
2379,Application,"2025-05-26T16:20:10.818459Z web-prod-01 [ERROR] SecurityManager - Login failed for user: git, IP: 192.168.90.73, Reason: Invalid password"
2380,Linux,May 20 23:58:55 ad-controller-01 su[43173]: FAILED su for guest by deploy
2381,Database,mongodb[23662]: Failed to authenticate as principal admin on admin - AuthenticationFailed
2382,Linux,2025/05/21 16:51:30 ldap-master su[61623]: FAILED su for admin by nginx
2383,Windows,2025-05-17T07:56:41.818459Z auth-server Windows Logon Failed: CORPORATE\sysadmin from 172.16.246.174 - Authentication failure
2384,WebServer,nginx[3335]: Login failed for user 'sysadmin' from 100.64.71.229 - Maximum attempts exceeded
2385,Database,May 11 07:30:36 ad-controller-01 mongodb[18157]: Failed to authenticate as principal sa on production - AuthenticationFailed
2386,SSH,sshd[53072]: Connection closed by authenticating user sysadmin 172.17.27.226 port 53916 [preauth]
2387,Database,mongodb[12072]: Failed to authenticate as principal admin on production - AuthenticationFailed
2388,Linux,2025-05-23 15:53:26 proxy-02 sudo: devops : 5 incorrect password attempts ; TTY=pts/6 ; PWD=/home/devops ; USER=apache ; COMMAND=/bin/bash
2389,Windows,[09/May/2025:10:18:32 +0000] proxy-01 Windows Logon Failed: INTERNAL\app_user from 172.17.22.67 - Bad password
2390,Application,"[26/May/2025:04:20:28 +0000] k8s-master-01 login[9158]: FAILED LOGIN (4) on '/dev/tty4' FOR 'backup', Authentication failure"
2391,Windows,2025-05-13 02:44:42 ad-controller-01 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid password
2392,Application,"login[43791]: FAILED LOGIN (3) on '/dev/tty4' FOR 'postgres', Authentication failure"
2393,Linux,su[51531]: FAILED su for analyst by nagios
2394,Database,2025/05/09 00:11:44 app-server-01 postgres[63444]: FATAL:  password authentication failed for user 'admin'
2395,Application,"May 12 19:05:10 ad-controller-01 [ERROR] SecurityManager - Login failed for user: app_user, IP: 203.0.113.61.132, Reason: Authentication failure"
2396,SSH,2025/04/30 21:12:02 db-master sshd[36086]: error: maximum authentication attempts exceeded for nagios from 172.17.16.31 port 55123 ssh2 [preauth]
2397,Application,"[ERROR] SecurityManager - Login failed for user: security, IP: 172.17.47.25, Reason: Account locked"
2398,Linux,May 02 16:50:48 k8s-worker-02 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=sarah
2399,Application,May 08 19:15:29 ad-controller-01 Logon Failure: Reason: Access denied. User Name: backup Domain: CORPORATE
2400,Windows,May 18 04:56:03 k8s-master-01 Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Authentication failure
2401,Linux,[11/May/2025:11:00:59 +0000] app-server-01 su[59450]: - pts/9 service:audit
2402,Linux,May 13 06:07:57 gitlab-runner-01 sudo: root : 5 incorrect password attempts ; TTY=pts/2 ; PWD=/home/root ; USER=web_admin ; COMMAND=/bin/bash
2403,Linux,[29/Apr/2025:16:01:10 +0000] proxy-02 sudo: security : 1 incorrect password attempts ; TTY=pts/6 ; PWD=/home/security ; USER=devops ; COMMAND=/usr/bin/passwd
2404,Linux,2025-05-07T08:35:29.818459Z k8s-master-01 su[13175]: - pts/5 user:apache
2405,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-851117-3478 Failure Reason: Access denied
2406,SSH,sshd[54739]: Connection closed by authenticating user test 100.64.155.128 port 65186 [preauth]
2407,SSH,May 09 23:51:18 monitoring-01 sshd[22795]: Disconnecting invalid user gitlab 2001:db8::dae port 57962: Too many authentication failures
2408,Application,2025-04-27T01:56:04.818459Z ldap-master mariadb[61896]: Authentication failed for user sa from 198.51.100.72.186: Invalid password
2409,SSH,May 15 22:35:31 k8s-worker-01 sshd[51775]: Disconnecting invalid user oracle 172.18.139.132 port 54029: Too many authentication failures
2410,SSH,sshd[44107]: Connection closed by authenticating user app_user 100.64.63.49 port 48703 [preauth]
2411,Application,"2025-05-23T13:14:42.818459Z auth-server login[54570]: FAILED LOGIN (5) on '/dev/tty2' FOR 'jennifer', Authentication failure"
2412,Database,postgres[31396]: Authentication failed for user test from 100.64.118.28: Invalid password
2413,SSH,2025-05-07 12:27:43 app-server-01 sshd[31267]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.209.241 user=postgres
2414,Application,[26/Apr/2025:04:26:46 +0000] proxy-01 mariadb[17566]: Authentication failed for user admin from 2001:db8::169a: Account locked
2415,Application,[03/May/2025:01:58:03 +0000] auth-server Logon Failure: Reason: Maximum attempts exceeded. User Name: root Domain: CORPORATE
2416,Database,[01/May/2025:12:46:11 +0000] ldap-master Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2417,Linux,[12/May/2025:22:54:01 +0000] auth-server su[49195]: - pts/2 dbadmin:operator
2418,Linux,su[47926]: - pts/4 dbadmin:audit
2419,SSH,[09/May/2025:14:51:51 +0000] ldap-master sshd[30957]: error: maximum authentication attempts exceeded for postgres from 172.18.52.120 port 52103 ssh2 [preauth]
2420,Database,2025-04-29T22:22:04.818459Z monitoring-01 mongodb[10812]: Failed to authenticate as principal sa on admin - AuthenticationFailed
2421,Windows,Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Authentication failure
2422,SSH,2025-05-17T00:49:31.818459Z app-server-01 sshd[7768]: Invalid user dbadmin from 2001:db8::3fd port 50810
2423,Windows,2025/05/08 08:26:33 auth-server Audit Failure: Logon Type: 3 Failure Information: Failure Reason: User not found
2424,SSH,sshd[2974]: Failed password for nagios from 172.18.2.152 port 64510 ssh2
2425,Linux,su[16547]: - pts/0 security:devops
2426,Application,"login[39745]: FAILED LOGIN (4) on '/dev/tty5' FOR 'test', Authentication failure"
2427,WebServer,2025-05-08T17:59:30.818459Z db-slave-01 apache2[31877]: Failed login attempt: user=support ip=172.16.32.198 reason='Account expired'
2428,SSH,sshd[65438]: Invalid user admin from 100.64.16.196 port 51011
2429,Application,2025-04-27 23:03:01 auth-server Logon Failure: Reason: Invalid credentials. User Name: monitoring Domain: CORPORATE
2430,WebServer,2025-05-13T16:39:20.818459Z ad-controller-01 nginx[49338]: Failed login attempt: user=user ip=203.0.113.132.101 reason='Account locked'
2431,Linux,May 10 17:34:42 monitoring-01 su[50150]: - pts/0 support:john
2432,Application,"[ERROR] SecurityManager - Login failed for user: jennifer, IP: 10.0.169.155, Reason: User not found"
2433,Database,2025-05-07T20:59:26.818459Z ldap-master Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2434,Windows,[15/May/2025:07:12:13 +0000] k8s-worker-02 An account failed to log on. Subject: Security ID: S-1-5-21-361551-1292 Failure Reason: User not found
2435,WebServer,nginx[49899]: Login failed for user 'deploy' from 172.17.66.250 - Authentication failure
2436,Application,[05/May/2025:23:18:12 +0000] jenkins-master tomcat[12859]: Authentication failed for user [backup] - Invalid credentials
2437,Database,2025/05/09 12:58:15 gitlab-runner-01 Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2438,Linux,2025/05/15 16:42:00 auth-server pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=test
2439,Application,"2025-04-29 14:30:36 backup-server login[14038]: FAILED LOGIN (4) on '/dev/tty2' FOR 'security', Authentication failure"
2440,Database,2025-04-27T13:51:15.818459Z k8s-worker-02 apache2[45980]: Failed login attempt: user=oracle ip=2001:db8::860 reason='Invalid user'
2441,Database,2025-05-01T04:53:39.818459Z app-server-01 mysql[56458]: Access denied for user 'dbadmin'@'203.0.113.14.143' (using password: NO)
2442,SSH,sshd[9409]: Disconnecting invalid user system 2001:db8::12f7 port 52488: Too many authentication failures
2443,Linux,sudo: system : 4 incorrect password attempts ; TTY=pts/8 ; PWD=/home/system ; USER=backup ; COMMAND=/bin/su
2444,Application,mariadb[52948]: Authentication failed for user root from 172.18.44.95: Invalid password
2445,Linux,2025/05/10 18:23:38 proxy-02 su[33563]: FAILED su for security by john
2446,Database,Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
2447,Application,"2025-05-22 05:55:46 proxy-02 [ERROR] SecurityManager - Login failed for user: www-data, IP: 192.168.136.100, Reason: Invalid credentials"
2448,Application,2025-04-28 13:01:06 backup-server Logon Failure: Reason: Permission denied. User Name: john Domain: WORKGROUP
2449,Application,2025-05-25T17:00:23.818459Z k8s-master-01 Logon Failure: Reason: Authentication failure. User Name: devops Domain: INTERNAL
2450,Windows,Apr 29 13:53:46 k8s-worker-02 An account failed to log on. Subject: Security ID: S-1-5-21-424392-9377 Failure Reason: Invalid user
2451,Linux,2025-05-13T04:55:52.818459Z proxy-02 su[4131]: FAILED su for david by analyst
2452,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-756586-1894 Failure Reason: Account expired
2453,WebServer,May 15 08:43:47 vpn-gateway nginx[9946]: Failed login attempt: user=mysql ip=100.64.237.77 reason='Maximum attempts exceeded'
2454,SSH,[10/May/2025:00:50:00 +0000] k8s-worker-01 sshd[33456]: Connection closed by authenticating user sarah 10.0.246.113 port 49300 [preauth]
