text,label
Dec 10 08:26:22 LabSZ 24379 Invalid user guest from 5.188.10.180,Other
Dec 10 09:12:57 LabSZ 24507 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jul 9 12:59:44 combo ftpd 23205.0 connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Other
Dec 10 09:13:13 LabSZ 24514 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Other
Dec 10 09:19:11 LabSZ 24655 Failed password for invalid user test2 from 187.141.143.180 port 48023 ssh2,Failed_login
Jul 16 08:14:07 combo ftpd 17671.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,Other
Jul 4 12:52:44 combo ftpd 2837.0 connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,Other
Jul 9 12:16:49 combo ftpd 23142.0 connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Other
Jul 24 13:46:34 combo ftpd 22668.0 connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Other
Jul 2 04:15:43 combo sshd(pam_unix) 24574.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed_login
Jun 21 08:56:36 combo sshd(pam_unix) 14279.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,Failed_login
Dec 10 10:14:04 LabSZ 24833 Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,Failed_login
Dec 10 11:03:21 LabSZ 25436 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 07:07:45 LabSZ 24206 Failed password for invalid user test9 from 52.80.34.196 port 36060 ssh2,Failed_login
Jul 7 23:09:45 combo ftpd 14104.0 connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,Other
Dec 10 09:18:46 LabSZ 24647 Invalid user oracle from 187.141.143.180,Other
Dec 10 09:13:56 LabSZ 24529 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Dec 10 11:00:44 LabSZ 25272 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23396.0 check pass; user unknown,Other
Dec 10 08:25:50 LabSZ 24373 Failed password for invalid user admin from 5.188.10.180 port 56345 ssh2,Failed_login
Dec 10 11:04:27 LabSZ 25513 Failed password for invalid user admin from 103.99.0.122 port 50289 ssh2,Failed_login
Dec 10 10:55:07 LabSZ 24914 Invalid user cheng from 202.100.179.208,Other
Jul 9 22:53:22 combo ftpd 24069.0 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Other
Jun 19 04:15:18 combo su(pam_unix) 3676.0 session opened for user news by (uid=0),Success_login
Jul 10 16:02:39 combo sshd(pam_unix) 30622.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 11:03:17 LabSZ 25432 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 17 12:30:51 combo ftpd 24201.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:51 2005,Other
Jul 2 04:15:43 combo sshd(pam_unix) 24574.0 check pass; user unknown,Other
Dec 10 09:18:58 LabSZ 24651 input_userauth_request: invalid user postgres1 [preauth],Other
Dec 10 09:18:12 LabSZ 24628 Failed password for invalid user ubuntu from 187.141.143.180 port 35697 ssh2,Failed_login
Jul 24 04:20:21 combo cups nan cupsd shutdown succeeded,Other
Jul 17 21:23:20 combo ftpd 25034.0 connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,Other
Jul 10 03:55:15 combo ftpd 24525.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Jun 29 12:12:06 combo sshd(pam_unix) 15714.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,Failed_login
Jul 10 13:17:22 combo ftpd 30282.0 connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Other
Dec 10 08:08:41 LabSZ 24338 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 10:57:54 LabSZ 25084 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jun 18 01:30:59 combo sshd(pam_unix) 31204.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Failed_login
Jul 9 12:59:44 combo ftpd 23221.0 connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Other
Dec 10 09:19:15 LabSZ 24657 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 11:03:53 LabSZ 25457 Failed password for root from 183.62.140.253 port 53245 ssh2,Failed_login
Dec 10 07:34:06 LabSZ 24293 Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Other
Dec 10 09:18:36 LabSZ 24641 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Dec 10 09:12:30 LabSZ 24488 Failed password for invalid user monitor from 103.99.0.122 port 59812 ssh2,Failed_login
Jul 27 14:41:58 combo kernel nan Failure registering capabilities with the kernel,Other
Jun 18 02:08:10 combo ftpd 31273.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,Other
Dec 10 10:54:35 LabSZ 24877 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 09:15:31 LabSZ 24565 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Dec 10 11:02:03 LabSZ 25360 Failed password for root from 183.62.140.253 port 34695 ssh2,Failed_login
Jul 17 14:02:49 combo ftpd 24363.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,Other
Jul 17 14:03:04 combo ftpd 24376.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,Other
Dec 10 11:00:10 LabSZ 25235 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jun 22 03:17:56 combo sshd(pam_unix) 16227.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Failed_login
Dec 10 11:01:20 LabSZ 25313 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 10:59:07 LabSZ 25165 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:56:04 LabSZ 24972 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 16 08:14:07 combo ftpd 17681.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,Other
Dec 10 10:59:49 LabSZ 25209 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 07:28:37 LabSZ 24273 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 09:13:38 LabSZ 24522 Failed password for root from 187.141.143.180 port 44328 ssh2,Failed_login
Jul 9 12:16:51 combo ftpd 23153.0 connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Other
Dec 10 07:28:18 LabSZ 24257 Failed password for root from 112.95.230.3 port 35113 ssh2,Failed_login
Dec 10 08:25:58 LabSZ 24375 input_userauth_request: invalid user default [preauth],Other
Dec 10 11:04:07 LabSZ 25484 Invalid user admin from 103.99.0.122,Other
Jun 17 04:09:45 combo su(pam_unix) 29190.0 session closed for user news,Other
Jul 24 08:31:59 combo sshd(pam_unix) 22189.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,Failed_login
Dec 10 09:18:58 LabSZ 24651 Invalid user postgres1 from 187.141.143.180,Other
Dec 10 10:59:28 LabSZ 25186 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 27 14:41:58 combo kernel nan NET: Registered protocol family 16,Other
Jul 17 15:09:15 combo ftpd 24466.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,Other
Dec 10 09:16:35 LabSZ 24589 Failed password for root from 187.141.143.180 port 59080 ssh2,Failed_login
Jul 13 17:22:28 combo sshd(pam_unix) 8114.0 session opened for user test by (uid=509),Success_login
Dec 10 09:14:26 LabSZ 24541 Failed password for root from 187.141.143.180 port 55849 ssh2,Failed_login
Dec 10 11:02:30 LabSZ 25386 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 09:17:05 LabSZ 24604 input_userauth_request: invalid user redhat [preauth],Other
Jul 17 12:30:43 combo ftpd 24195.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,Other
Jul 17 15:09:15 combo ftpd 24471.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,Other
Dec 10 11:00:50 LabSZ 25276 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 11:00:59 LabSZ 25283 Connection closed by 88.147.143.242 [preauth],Other
Jun 30 20:53:06 combo klogind 19281.0 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Other
Dec 10 11:03:52 LabSZ 25461 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Jul 15 01:03:50 combo sshd(pam_unix) 12639.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,Failed_login
Jul 27 14:41:59 combo bluetooth nan hcid startup succeeded,Other
Dec 10 09:19:01 LabSZ 24651 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Jun 18 02:08:11 combo ftpd 31280.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,Other
Jul 17 21:23:24 combo ftpd 25045.0 connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,Other
Jul 10 13:17:22 combo ftpd 30280.0 connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Other
Jul 9 11:35:59 combo ftpd 23029.0 connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Other
Jul 2 01:41:32 combo sshd(pam_unix) 23533.0 session closed for user test,Other
Jun 29 03:22:22 combo ftpd 13264.0 connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,Other
Jul 6 02:22:33 combo sshd(pam_unix) 7704.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,Failed_login
Dec 10 11:03:53 LabSZ 25463 Failed password for root from 183.62.140.253 port 55138 ssh2,Failed_login
Dec 10 10:54:29 LabSZ 24870 input_userauth_request: invalid user dff [preauth],Other
Dec 10 11:01:20 LabSZ 25315 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 11:04:25 LabSZ 25513 input_userauth_request: invalid user admin [preauth],Other
Dec 10 11:02:05 LabSZ 25362 Failed password for root from 183.62.140.253 port 35113 ssh2,Failed_login
Jul 17 21:23:20 combo ftpd 25043.0 connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,Other
Jul 17 15:09:17 combo ftpd 24487.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:17 2005,Other
Dec 10 10:55:35 LabSZ 24942 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jun 22 13:16:30 combo ftpd 17893.0 connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Other
Dec 10 09:11:00 LabSZ 24437 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151,Other
Jul 22 04:07:46 combo su(pam_unix) 7106.0 session opened for user cyrus by (uid=0),Success_login
Jul 26 07:03:17 combo sshd(pam_unix) 28862.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,Failed_login
Jul 17 14:02:49 combo ftpd 24364.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,Other
Dec 10 11:04:06 LabSZ 25482 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 09:12:27 LabSZ 24485 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Dec 10 10:55:23 LabSZ 24931 Failed password for root from 183.62.140.253 port 43821 ssh2,Failed_login
Jun 29 03:22:22 combo ftpd 13249.0 connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,Other
Jul 3 23:16:09 combo ftpd 762.0 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,Other
Jun 25 04:41:51 combo sshd(pam_unix) 31020.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Failed_login
Jul 11 17:58:22 combo sshd(pam_unix) 1341.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root,Failed_login
Jul 3 23:16:09 combo ftpd 765.0 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,Other
Dec 10 10:05:08 LabSZ 24815 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,Other
Dec 10 10:55:56 LabSZ 24966 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 6 18:00:56 combo ftpd 9769.0 connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,Other
Jul 27 14:41:57 combo kernel nan BIOS-e820: 0000000000100000 - 0000000007eae000 (usable),Other
Dec 10 09:09:39 LabSZ 24421 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151,Other
Jul 17 08:06:12 combo ftpd 23792.0 connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Other
Jul 16 08:14:04 combo ftpd 17670.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,Other
Dec 10 09:10:11 LabSZ 24421 Failed password for invalid user admin from 185.190.58.151 port 41650 ssh2,Failed_login
Jul 27 14:41:58 combo kernel nan Capability LSM initialized,Other
Jun 18 01:30:59 combo sshd(pam_unix) 31200.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Failed_login
Jun 30 12:48:41 combo sshd(pam_unix) 18548.0 check pass; user unknown,Other
Dec 10 09:15:09 LabSZ 24557 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Dec 10 09:19:54 LabSZ 24671 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jul 9 04:10:11 combo su(pam_unix) 22368.0 session opened for user news by (uid=0),Success_login
Jun 15 04:06:19 combo su(pam_unix) 21416.0 session closed for user cyrus,Other
Jul 26 07:03:55 combo sshd(pam_unix) 28876.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,Failed_login
Jun 22 04:06:00 combo logrotate nan ALERT exited abnormally with [1],Other
Jul 6 18:00:56 combo ftpd 9758.0 connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,Other
Dec 10 09:17:18 LabSZ 24608 Failed password for invalid user oracle from 187.141.143.180 port 52276 ssh2,Failed_login
Dec 10 10:54:35 LabSZ 24874 Failed password for root from 183.62.140.253 port 34712 ssh2,Failed_login
Jul 17 08:06:12 combo ftpd 23793.0 connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Other
Dec 10 11:01:37 LabSZ 25330 Failed password for root from 183.62.140.253 port 58118 ssh2,Failed_login
Dec 10 11:04:34 LabSZ 25527 input_userauth_request: invalid user test [preauth],Other
Dec 10 10:55:49 LabSZ 24959 input_userauth_request: invalid user boot [preauth],Other
Dec 10 09:17:41 LabSZ 24618 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jul 8 20:14:56 combo sshd(pam_unix) 20968.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,Failed_login
Jul 3 23:16:09 combo ftpd 761.0 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,Other
Dec 10 11:02:19 LabSZ 25376 Failed password for root from 183.62.140.253 port 37760 ssh2,Failed_login
Dec 10 08:24:35 LabSZ 24361 Failed password for invalid user  0101 from 5.188.10.180 port 36279 ssh2,Failed_login
Jun 20 04:44:39 combo snmpd 2318.0 Received SNMP packet(s) from 67.170.148.126,Other
Dec 10 07:28:49 LabSZ 24283 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Jul 10 07:24:34 combo ftpd 29729.0 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Other
Dec 10 11:01:08 LabSZ 25300 Failed password for root from 183.62.140.253 port 52850 ssh2,Failed_login
Dec 10 09:18:27 LabSZ 24637 Invalid user support from 103.207.39.16,Other
Jun 30 22:16:32 combo sshd(pam_unix) 19432.0 session opened for user test by (uid=509),Success_login
Jul 10 16:02:21 combo sshd(pam_unix) 30590.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 09:12:16 LabSZ 24479 Invalid user admin from 103.99.0.122,Other
Jul 27 14:41:58 combo kernel nan Intel machine check architecture supported.,Other
Dec 10 10:56:09 LabSZ 24979 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:58:31 LabSZ 25125 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 10:55:52 LabSZ 24962 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 09:15:23 LabSZ 24563 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 07:55:55 LabSZ 24331 input_userauth_request: invalid user test [preauth],Other
Jul 5 04:03:16 combo su(pam_unix) 4474.0 session opened for user cyrus by (uid=0),Success_login
Jun 30 22:16:33 combo sshd(pam_unix) 19439.0 session closed for user test,Other
Jul 10 07:24:34 combo ftpd 29730.0 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Other
Jul 3 04:07:48 combo su(pam_unix) 26964.0 session closed for user cyrus,Other
Dec 10 09:17:26 LabSZ 24612 Invalid user postgres from 187.141.143.180,Other
Jul 6 04:03:08 combo su(pam_unix) 8195.0 session opened for user cyrus by (uid=0),Success_login
Dec 10 10:56:29 LabSZ 25002 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 17 06:13:37 combo ftpd 23575.0 connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,Other
Dec 10 09:19:42 LabSZ 24667 input_userauth_request: invalid user magnos [preauth],Other
Jul 10 03:55:15 combo ftpd 24529.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Jul 9 12:59:44 combo ftpd 23210.0 connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Other
Jun 28 08:10:25 combo sshd(pam_unix) 11519.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,Failed_login
Dec 10 09:11:41 LabSZ 24453 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Jul 24 02:38:22 combo ftpd 16793.0 connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,Other
Dec 10 10:58:31 LabSZ 25127 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jun 21 04:13:03 combo su(pam_unix) 13327.0 session opened for user news by (uid=0),Success_login
Dec 10 10:55:45 LabSZ 24953 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 10 03:55:15 combo ftpd 24515.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Dec 10 07:27:55 LabSZ 24239 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Jul 25 06:39:18 combo ftpd 24978.0 connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Other
Jun 28 20:58:46 combo sshd(pam_unix) 12665.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed_login
Dec 10 11:01:10 LabSZ 25304 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 09:16:48 LabSZ 24595 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 09:11:32 LabSZ 24447 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Dec 10 10:56:55 LabSZ 25026 Failed password for root from 183.62.140.253 port 32879 ssh2,Failed_login
Dec 10 09:18:28 LabSZ 24637 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.207.39.16,Other
Jun 29 03:22:22 combo ftpd 13260.0 connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,Other
Jul 27 14:41:58 combo random nan Initializing random number generator:  succeeded,Other
Jul 10 03:55:15 combo ftpd 24516.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Dec 10 07:28:44 LabSZ 24279 Failed password for root from 112.95.230.3 port 49133 ssh2,Failed_login
Jun 24 04:05:35 combo logrotate nan ALERT exited abnormally with [1],Other
Dec 10 10:58:33 LabSZ 25127 Failed password for root from 183.62.140.253 port 51538 ssh2,Failed_login
Dec 10 11:01:26 LabSZ 25320 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 10 16:02:24 combo sshd(pam_unix) 30598.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Jun 21 08:56:36 combo sshd(pam_unix) 14282.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,Failed_login
Dec 10 10:58:37 LabSZ 25134 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 11:04:02 LabSZ 25478 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Dec 10 11:02:55 LabSZ 25413 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 27 14:41:57 combo kernel nan Built 1 zonelists,Other
Jun 20 09:20:07 combo sshd(pam_unix) 10045.0 check pass; user unknown,Other
Dec 10 09:12:30 LabSZ 24488 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Dec 10 09:13:19 LabSZ 24516 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Other
Jun 25 09:20:24 combo ftpd 31472.0 connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,Other
Jun 29 10:48:13 combo ftpd 15558.0 connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,Other
Jun 30 20:53:06 combo klogind 19267.0 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Other
Jul 10 07:24:24 combo ftpd 29719.0 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23403.0 check pass; user unknown,Other
Dec 10 10:57:08 LabSZ 25041 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 11:01:08 LabSZ 25302 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 7 04:04:33 combo logrotate nan ALERT exited abnormally with [1],Other
Jul 7 07:18:13 combo sshd(pam_unix) 12525.0 session opened for user test by (uid=509),Success_login
Jul 10 16:02:01 combo sshd(pam_unix) 30564.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Jul 13 04:04:45 combo su(pam_unix) 6486.0 session closed for user cyrus,Other
Dec 10 09:18:35 LabSZ 24641 Failed password for invalid user deploy from 187.141.143.180 port 39710 ssh2,Failed_login
Dec 10 07:42:49 LabSZ 24318 input_userauth_request: invalid user inspur [preauth],Other
Dec 10 09:16:24 LabSZ 24585 Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Other
Dec 10 10:21:01 LabSZ 24841 input_userauth_request: invalid user matlab [preauth],Other
Dec 10 09:12:06 LabSZ 24473 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 11:01:13 LabSZ 25304 Failed password for root from 183.62.140.253 port 53630 ssh2,Failed_login
Dec 10 07:28:14 LabSZ 24255 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Jul 10 03:55:15 combo ftpd 24517.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Dec 10 10:59:34 LabSZ 25190 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 27 14:41:58 combo kernel nan SELinux:  Initializing.,Other
Jul 17 09:44:07 combo ftpd 23934.0 connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,Other
Dec 10 07:51:12 LabSZ 24324 Invalid user support from 195.154.37.122,Other
Dec 10 10:59:17 LabSZ 25174 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 10:04:56 LabSZ 24811 Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],Other
Jun 18 02:23:10 combo ftpd 31277.0 User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,Other
Dec 10 10:54:45 LabSZ 24886 Failed password for root from 183.62.140.253 port 36525 ssh2,Failed_login
Dec 10 09:18:58 LabSZ 24651 pam_unix(sshd:auth): check pass; user unknown,Other
